## Mon Sep  5 18:52:54 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_rhdhx_42 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_rhdhx_42 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_rhdhx_42/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Bc_00591	411901.BACCAC_00613	5.7e-36	122.0	2BTTT@1|root,32P1E@2|Bacteria,4PA23@976|Bacteroidetes,2FUPV@200643|Bacteroidia,4AS7B@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	-
Bc_00592	411901.BACCAC_00614	6.88e-169	471.0	COG4123@1|root,COG4123@2|Bacteria,4NG1X@976|Bacteroidetes,2FMHH@200643|Bacteroidia,4AN81@815|Bacteroidaceae	976|Bacteroidetes	J	Specifically methylates the adenine in position 37 of tRNA(1)(Val) (anticodon cmo5UAC)	smtA	GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008175,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016426,GO:0016430,GO:0016740,GO:0016741,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360	2.1.1.223	ko:K15460	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	MTS
Bc_00593	411901.BACCAC_00615	0.0	1592.0	COG0466@1|root,COG0466@2|Bacteria,4NE1G@976|Bacteroidetes,2FNKR@200643|Bacteroidia,4AMPV@815|Bacteroidaceae	976|Bacteroidetes	O	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner	lon	-	3.4.21.53	ko:K01338	ko04112,map04112	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	AAA,LON_substr_bdg,Lon_C
Bc_00594	411901.BACCAC_00616	9.08e-283	771.0	COG0343@1|root,COG0343@2|Bacteria,4NE15@976|Bacteroidetes,2FMUM@200643|Bacteroidia,4AN36@815|Bacteroidaceae	976|Bacteroidetes	F	Catalyzes the base-exchange of a guanine (G) residue with the queuine precursor 7-aminomethyl-7-deazaguanine (PreQ1) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, -His and -Tyr). Catalysis occurs through a double-displacement mechanism. The nucleophile active site attacks the C1' of nucleotide 34 to detach the guanine base from the RNA, forming a covalent enzyme-RNA intermediate. The proton acceptor active site deprotonates the incoming PreQ1, allowing a nucleophilic attack on the C1' of the ribose to form the product. After dissociation, two additional enzymatic reactions on the tRNA convert PreQ1 to queuine (Q), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2- cyclopenten-1-yl)amino)methyl)-7-deazaguanosine)	tgt	-	2.4.2.29	ko:K00773	-	-	R03789,R10209	RC00063	ko00000,ko01000,ko03016	-	-	-	TGT
Bc_00595	411901.BACCAC_00617	8.88e-248	682.0	COG0795@1|root,COG0795@2|Bacteria,4NF8Y@976|Bacteroidetes,2FM2K@200643|Bacteroidia,4AKW2@815|Bacteroidaceae	976|Bacteroidetes	S	Permease, YjgP YjgQ family	lptG	-	-	ko:K11720	ko02010,map02010	M00320	-	-	ko00000,ko00001,ko00002,ko02000	1.B.42.1	-	-	YjgP_YjgQ
Bc_00596	411901.BACCAC_00618	7.88e-116	332.0	COG0450@1|root,COG0450@2|Bacteria,4NS8B@976|Bacteroidetes,2FPJE@200643|Bacteroidia,4AKQB@815|Bacteroidaceae	976|Bacteroidetes	O	COG NOG28456 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	AhpC-TSA,Redoxin,Thioredoxin_8
Bc_00597	411901.BACCAC_00619	1.42e-289	791.0	COG0560@1|root,COG3830@1|root,COG0560@2|Bacteria,COG3830@2|Bacteria,4NHAG@976|Bacteroidetes,2FNI5@200643|Bacteroidia,4ANRB@815|Bacteroidaceae	976|Bacteroidetes	ET	Psort location Cytoplasmic, score 8.96	serB	-	3.1.3.3	ko:K01079	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230	M00020	R00582	RC00017	ko00000,ko00001,ko00002,ko01000,ko01009	-	-	-	ACT_6,HAD
Bc_00598	411901.BACCAC_00620	2.12e-292	799.0	COG0513@1|root,COG0513@2|Bacteria,4NEVI@976|Bacteroidetes,2FM7Y@200643|Bacteroidia,4ANZ0@815|Bacteroidaceae	976|Bacteroidetes	L	Belongs to the DEAD box helicase family	deaD	-	-	-	-	-	-	-	-	-	-	-	DEAD,Helicase_C
Bc_00599	411901.BACCAC_00621	1.45e-189	526.0	290SF@1|root,2ZNEJ@2|Bacteria,4NMG4@976|Bacteroidetes,2FQG1@200643|Bacteroidia,4AMXE@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG26711 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF4738
Bc_00600	411901.BACCAC_00622	2.85e-316	861.0	COG1004@1|root,COG1004@2|Bacteria,4NE00@976|Bacteroidetes,2FMZ9@200643|Bacteroidia,4AM97@815|Bacteroidaceae	976|Bacteroidetes	C	Belongs to the UDP-glucose GDP-mannose dehydrogenase family	ugd	-	1.1.1.22	ko:K00012	ko00040,ko00053,ko00520,ko01100,map00040,map00053,map00520,map01100	M00014,M00129,M00361,M00362	R00286	RC00291	ko00000,ko00001,ko00002,ko01000	-	-	-	UDPG_MGDP_dh,UDPG_MGDP_dh_C,UDPG_MGDP_dh_N
Bc_00601	411901.BACCAC_00623	3.27e-129	367.0	COG1898@1|root,COG1898@2|Bacteria,4NNKW@976|Bacteroidetes,2FMBP@200643|Bacteroidia,4ANSG@815|Bacteroidaceae	976|Bacteroidetes	G	Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4- hexulose	rfbC	-	5.1.3.13	ko:K01790	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	R06514	RC01531	ko00000,ko00001,ko00002,ko01000	-	-	-	dTDP_sugar_isom
Bc_00602	411901.BACCAC_00624	4.59e-248	681.0	COG3147@1|root,COG3147@2|Bacteria,4PKTI@976|Bacteroidetes,2FQ1W@200643|Bacteroidia,4AKZN@815|Bacteroidaceae	976|Bacteroidetes	S	Sporulation and cell division repeat protein	-	-	-	-	-	-	-	-	-	-	-	-	SPOR
Bc_00603	411901.BACCAC_00625	1.34e-125	357.0	COG1716@1|root,COG1716@2|Bacteria,4NQCI@976|Bacteroidetes,2FM2E@200643|Bacteroidia,4AMF9@815|Bacteroidaceae	976|Bacteroidetes	T	FHA domain protein	-	-	-	-	-	-	-	-	-	-	-	-	FHA
Bc_00604	411901.BACCAC_00626	0.0	973.0	COG0246@1|root,COG0246@2|Bacteria,4NEMT@976|Bacteroidetes,2FNTW@200643|Bacteroidia,4ANJ9@815|Bacteroidaceae	976|Bacteroidetes	C	Belongs to the mannitol dehydrogenase family. UxaB subfamily	uxaB	GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006063,GO:0006082,GO:0008150,GO:0008152,GO:0009026,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016491,GO:0016614,GO:0016616,GO:0019586,GO:0019698,GO:0019752,GO:0032787,GO:0036094,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046395,GO:0046396,GO:0046397,GO:0048037,GO:0050662,GO:0051287,GO:0055114,GO:0071704,GO:0072329,GO:0097159,GO:1901265,GO:1901363,GO:1901575	1.1.1.17,1.1.1.58	ko:K00009,ko:K00041	ko00040,ko00051,ko01100,map00040,map00051,map01100	M00631	R02555,R02703	RC00085	ko00000,ko00001,ko00002,ko01000	-	-	-	Mannitol_dh,Mannitol_dh_C
Bc_00605	411901.BACCAC_00627	1.64e-263	721.0	COG1879@1|root,COG1879@2|Bacteria,4NIC9@976|Bacteroidetes,2G054@200643|Bacteroidia,4APPK@815|Bacteroidaceae	976|Bacteroidetes	K	Psort location Cytoplasmic, score	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_4
Bc_00606	411901.BACCAC_00628	0.0	978.0	COG1904@1|root,COG1904@2|Bacteria,4NFHS@976|Bacteroidetes,2FMMW@200643|Bacteroidia,4AKR4@815|Bacteroidaceae	976|Bacteroidetes	G	glucuronate isomerase	uxaC	-	5.3.1.12	ko:K01812	ko00040,ko01100,map00040,map01100	M00061,M00631	R01482,R01983	RC00376	ko00000,ko00001,ko00002,ko01000	-	-	-	UxaC
Bc_00607	411901.BACCAC_00629	3.42e-101	292.0	COG0647@1|root,COG0647@2|Bacteria,4NQ45@976|Bacteroidetes,2FSQ9@200643|Bacteroidia,4AQUC@815|Bacteroidaceae	976|Bacteroidetes	G	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	-
Bc_00608	411901.BACCAC_00630	0.0	883.0	COG3104@1|root,COG3104@2|Bacteria,4NIIT@976|Bacteroidetes,2FMR3@200643|Bacteroidia,4AN18@815|Bacteroidaceae	976|Bacteroidetes	E	Psort location CytoplasmicMembrane, score 10.00	dtpD	-	-	-	-	-	-	-	-	-	-	-	MFS_1,PTR2
Bc_00609	411901.BACCAC_00631	5.72e-197	545.0	COG1235@1|root,COG1235@2|Bacteria,4NDVI@976|Bacteroidetes,2FN8Y@200643|Bacteroidia,4AMM4@815|Bacteroidaceae	976|Bacteroidetes	S	Metallo-beta-lactamase domain protein	vicX	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B,Lactamase_B_2
Bc_00612	411901.BACCAC_00634	2.51e-60	185.0	2ANNK@1|root,31DN0@2|Bacteria,4PK3I@976|Bacteroidetes,2FTW6@200643|Bacteroidia,4ARX1@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bc_00613	411901.BACCAC_00635	4.11e-100	290.0	COG3015@1|root,COG3015@2|Bacteria,4NSEQ@976|Bacteroidetes,2FSUC@200643|Bacteroidia,4ARBN@815|Bacteroidaceae	976|Bacteroidetes	MP	lipoprotein NlpE involved in copper resistance	nlpE	-	-	-	-	-	-	-	-	-	-	-	META,NlpE
Bc_00614	411901.BACCAC_00636	1.32e-96	281.0	COG2259@1|root,COG2259@2|Bacteria,4NSBJ@976|Bacteroidetes,2FSQZ@200643|Bacteroidia,4AQPR@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 9.46	-	-	-	ko:K15977	-	-	-	-	ko00000	-	-	-	DoxX
Bc_00615	411901.BACCAC_00637	1.09e-123	353.0	2ARAZ@1|root,31GKZ@2|Bacteria,4NKJD@976|Bacteroidetes,2FPQT@200643|Bacteroidia,4AMPC@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG23374 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF3332
Bc_00616	411901.BACCAC_00638	2.06e-119	341.0	28YSK@1|root,2ZKK0@2|Bacteria,4P6RA@976|Bacteroidetes,2FTF7@200643|Bacteroidia,4ARP7@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bc_00617	411901.BACCAC_00639	0.0	1541.0	COG4775@1|root,COG4775@2|Bacteria,4NE80@976|Bacteroidetes,2FM1J@200643|Bacteroidia,4AMES@815|Bacteroidaceae	976|Bacteroidetes	M	Outer membrane protein, OMP85 family	-	-	-	-	-	-	-	-	-	-	-	-	Bac_surface_Ag,POTRA
Bc_00618	411901.BACCAC_00640	1.02e-184	513.0	COG0566@1|root,COG0566@2|Bacteria,4NG1U@976|Bacteroidetes,2FNE2@200643|Bacteroidia,4AN33@815|Bacteroidaceae	976|Bacteroidetes	J	RNA methyltransferase, TrmH	aviRb	-	-	ko:K03437	-	-	-	-	ko00000,ko03016	-	-	-	SpoU_methylase,SpoU_sub_bind
Bc_00619	411476.BACOVA_02544	8.16e-68	207.0	29ZH2@1|root,30MGT@2|Bacteria,4PA9S@976|Bacteroidetes,2FUSB@200643|Bacteroidia,4AS5H@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bc_00620	411901.BACCAC_00641	4.15e-238	657.0	2EK3P@1|root,33DU3@2|Bacteria,4NU68@976|Bacteroidetes,2FMUD@200643|Bacteroidia,4AM0I@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG25370 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF4296
Bc_00621	411901.BACCAC_00642	5.07e-158	442.0	COG0597@1|root,COG0597@2|Bacteria,4NEZN@976|Bacteroidetes,2FS30@200643|Bacteroidia,4AMBZ@815|Bacteroidaceae	976|Bacteroidetes	MU	This protein specifically catalyzes the removal of signal peptides from prolipoproteins	lspA	-	3.4.23.36	ko:K03101	ko03060,map03060	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_A8
Bc_00622	411476.BACOVA_02541	3.57e-81	241.0	COG1734@1|root,COG1734@2|Bacteria,4NNID@976|Bacteroidetes,2FSI2@200643|Bacteroidia,4AQN8@815|Bacteroidaceae	976|Bacteroidetes	T	RNA polymerase-binding protein DksA	yocK	-	-	-	-	-	-	-	-	-	-	-	zf-dskA_traR
Bc_00623	411901.BACCAC_00644	0.0	2365.0	COG0060@1|root,COG0060@2|Bacteria,4NEYT@976|Bacteroidetes,2FM5R@200643|Bacteroidia,4APTB@815|Bacteroidaceae	976|Bacteroidetes	J	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)	ileS	GO:0003674,GO:0003824,GO:0004812,GO:0004822,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006428,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	6.1.1.5	ko:K01870	ko00970,map00970	M00359,M00360	R03656	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,tRNA-synt_1
Bc_00624	411901.BACCAC_00645	2.25e-242	667.0	28KGD@1|root,2ZA26@2|Bacteria,4NGT8@976|Bacteroidetes,2FM7M@200643|Bacteroidia,4AND6@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 10.00	yhiM	-	-	-	-	-	-	-	-	-	-	-	DUF2776
Bc_00625	411901.BACCAC_00646	0.0	1050.0	COG0388@1|root,COG0388@2|Bacteria,4NEAQ@976|Bacteroidetes,2FNGK@200643|Bacteroidia,4AKMT@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	ramA_2	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1,CN_hydrolase
Bc_00626	411901.BACCAC_00647	0.0	935.0	COG0477@1|root,COG0477@2|Bacteria,4PKTJ@976|Bacteroidetes,2FNZ0@200643|Bacteroidia,4ANUC@815|Bacteroidaceae	976|Bacteroidetes	P	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family	-	-	-	ko:K08138	-	-	-	-	ko00000,ko02000	2.A.1.1.3	-	-	Sugar_tr
Bc_00627	411901.BACCAC_00648	0.0	900.0	COG2115@1|root,COG2115@2|Bacteria,4NEBQ@976|Bacteroidetes,2FN9P@200643|Bacteroidia,4AN2N@815|Bacteroidaceae	976|Bacteroidetes	G	Psort location Cytoplasmic, score	xylA	GO:0003674,GO:0003824,GO:0005975,GO:0005996,GO:0008150,GO:0008152,GO:0009045,GO:0009056,GO:0016052,GO:0016853,GO:0016860,GO:0016861,GO:0019321,GO:0019323,GO:0042732,GO:0042843,GO:0044238,GO:0044281,GO:0044282,GO:0046365,GO:0071704,GO:1901575	5.3.1.5	ko:K01805	ko00040,ko00051,ko01100,map00040,map00051,map01100	-	R00878,R01432	RC00376,RC00516	ko00000,ko00001,ko01000	-	-	-	-
Bc_00628	411901.BACCAC_00649	0.0	1019.0	COG1070@1|root,COG1070@2|Bacteria,4NFBZ@976|Bacteroidetes,2FPIS@200643|Bacteroidia,4AMYR@815|Bacteroidaceae	976|Bacteroidetes	G	Carbohydrate kinase, FGGY family protein	xylB_2	-	2.7.1.17	ko:K00854	ko00040,ko01100,map00040,map01100	M00014	R01639	RC00002,RC00538	ko00000,ko00001,ko00002,ko01000	-	-	-	FGGY_C,FGGY_N
Bc_00629	411901.BACCAC_00650	2.13e-171	478.0	COG1051@1|root,COG1051@2|Bacteria,4NIBP@976|Bacteroidetes,2FNT4@200643|Bacteroidia,4AMMR@815|Bacteroidaceae	976|Bacteroidetes	F	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	NUDIX
Bc_00630	411901.BACCAC_00652	4.49e-195	541.0	COG0351@1|root,COG0351@2|Bacteria,4NE0F@976|Bacteroidetes,2FNNE@200643|Bacteroidia,4AKGJ@815|Bacteroidaceae	976|Bacteroidetes	H	COG0351 Hydroxymethylpyrimidine phosphomethylpyrimidine kinase	thiD	-	2.7.1.49,2.7.4.7	ko:K00941	ko00730,ko01100,map00730,map01100	M00127	R03471,R04509	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	Phos_pyr_kin
Bc_00631	411901.BACCAC_00653	2.24e-212	587.0	COG0331@1|root,COG0331@2|Bacteria,4NE1D@976|Bacteroidetes,2FM9P@200643|Bacteroidia,4AK7G@815|Bacteroidaceae	976|Bacteroidetes	I	malonyl CoA-acyl carrier protein transacylase	fabD	-	2.3.1.39	ko:K00645	ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212	M00082	R01626,R11671	RC00004,RC00039,RC02727	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyl_transf_1
Bc_00632	411901.BACCAC_00654	1.03e-263	723.0	COG0045@1|root,COG0045@2|Bacteria,4NFHA@976|Bacteroidetes,2FNFG@200643|Bacteroidia,4AK65@815|Bacteroidaceae	976|Bacteroidetes	F	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The beta subunit provides nucleotide specificity of the enzyme and binds the substrate succinate, while the binding sites for coenzyme A and phosphate are found in the alpha subunit	sucC	-	6.2.1.5	ko:K01903	ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00173,M00374,M00620	R00405,R02404	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000	-	-	-	ATP-grasp_2,Ligase_CoA
Bc_00633	411901.BACCAC_00655	1.04e-222	615.0	COG0074@1|root,COG0074@2|Bacteria,4NE6B@976|Bacteroidetes,2FM2M@200643|Bacteroidia,4AN34@815|Bacteroidaceae	976|Bacteroidetes	C	Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit	sucD	-	6.2.1.5	ko:K01902	ko00020,ko00640,ko00660,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00640,map00660,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00173,M00374,M00620	R00405,R02404	RC00004,RC00014	ko00000,ko00001,ko00002,ko01000	-	-	-	CoA_binding,Ligase_CoA,Succ_CoA_lig
Bc_00634	411901.BACCAC_00656	5.09e-51	161.0	COG0724@1|root,COG0724@2|Bacteria,4NT1J@976|Bacteroidetes,2FTTW@200643|Bacteroidia,4ARRZ@815|Bacteroidaceae	976|Bacteroidetes	S	COG COG0724 RNA-binding proteins (RRM domain)	-	-	-	-	-	-	-	-	-	-	-	-	RRM_1
Bc_00635	411901.BACCAC_00657	1.09e-134	381.0	COG0664@1|root,COG0664@2|Bacteria,4NG9D@976|Bacteroidetes,2FQRZ@200643|Bacteroidia,4ANQ0@815|Bacteroidaceae	976|Bacteroidetes	T	COG COG0664 cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	-	-	-	-	-	-	-	-	-	-	-	-	cNMP_binding
Bc_00636	411901.BACCAC_00658	7.3e-62	190.0	2A1BY@1|root,30PIV@2|Bacteria,4PHRF@976|Bacteroidetes,2FTNE@200643|Bacteroidia,4ARME@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bc_00637	411901.BACCAC_00659	0.0	1015.0	COG0174@1|root,COG0174@2|Bacteria,4NHET@976|Bacteroidetes,2FNAX@200643|Bacteroidia,4AP3X@815|Bacteroidaceae	976|Bacteroidetes	E	Glutamate--ammonia ligase, catalytic domain protein	glnA	-	6.3.1.2	ko:K01915	ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727	-	R00253	RC00010,RC02798	ko00000,ko00001,ko01000,ko04147	-	-	-	Gln-synt_C,Gln-synt_N
Bc_00638	411901.BACCAC_00660	7.78e-130	368.0	COG0350@1|root,COG0350@2|Bacteria,4NFYC@976|Bacteroidetes,2FSA5@200643|Bacteroidia,4AQI9@815|Bacteroidaceae	976|Bacteroidetes	H	Involved in the cellular defense against the biological effects of O6-methylguanine (O6-MeG) and O4-methylthymine (O4-MeT) in DNA. Repairs the methylated nucleobase in DNA by stoichiometrically transferring the methyl group to a cysteine residue in the enzyme. This is a suicide reaction the enzyme is irreversibly inactivated	ogt	-	2.1.1.63	ko:K00567,ko:K10778	-	-	-	-	ko00000,ko01000,ko03000,ko03400	-	-	-	DNA_binding_1,Methyltransf_1N
Bc_00639	411901.BACCAC_00661	7.08e-221	608.0	COG2326@1|root,COG2326@2|Bacteria,4NFJ5@976|Bacteroidetes,2FND3@200643|Bacteroidia,4AQ1H@815|Bacteroidaceae	976|Bacteroidetes	S	Polyphosphate kinase 2 (PPK2)	-	-	2.7.4.1	ko:K22468	ko00190,ko03018,map00190,map03018	-	-	-	ko00000,ko00001,ko01000,ko03019	-	-	-	PPK2
Bc_00640	411901.BACCAC_00662	6.16e-177	492.0	COG2043@1|root,COG2043@2|Bacteria,4NJGE@976|Bacteroidetes,2FNKS@200643|Bacteroidia,4AVVE@815|Bacteroidaceae	976|Bacteroidetes	J	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_3,DUF169,tRNA_SAD
Bc_00641	411901.BACCAC_00663	1.99e-110	318.0	291F1@1|root,2ZP1V@2|Bacteria,4NNM0@976|Bacteroidetes,2FRCT@200643|Bacteroidia,4ANP6@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 9.46	-	-	-	-	-	-	-	-	-	-	-	-	-
Bc_00642	411901.BACCAC_00664	2.91e-228	628.0	COG2006@1|root,COG2006@2|Bacteria,4NH1F@976|Bacteroidetes,2FP1X@200643|Bacteroidia,4APQA@815|Bacteroidaceae	976|Bacteroidetes	S	Tat pathway signal sequence domain protein	-	-	-	-	-	-	-	-	-	-	-	-	DUF362,TAT_signal
Bc_00643	411901.BACCAC_00665	0.0	1014.0	COG0348@1|root,COG0437@1|root,COG0348@2|Bacteria,COG0437@2|Bacteria,4NHSX@976|Bacteroidetes,2FN5F@200643|Bacteroidia,4ANPQ@815|Bacteroidaceae	976|Bacteroidetes	C	Psort location CytoplasmicMembrane, score	yccM_2	-	-	-	-	-	-	-	-	-	-	-	Fer4_5,Fer4_7,Fer4_9
Bc_00644	411901.BACCAC_00666	6.44e-199	550.0	COG1752@1|root,COG1752@2|Bacteria,4NERH@976|Bacteroidetes,2FNX7@200643|Bacteroidia,4AMCP@815|Bacteroidaceae	976|Bacteroidetes	S	esterase of the alpha-beta hydrolase superfamily	-	-	-	ko:K07001	-	-	-	-	ko00000	-	-	-	Patatin
Bc_00645	411901.BACCAC_00667	0.0	1184.0	COG0366@1|root,COG0366@2|Bacteria,4NEVK@976|Bacteroidetes,2FNVI@200643|Bacteroidia,4AKMS@815|Bacteroidaceae	976|Bacteroidetes	G	Alpha amylase, catalytic domain	amyA2	-	-	-	-	-	-	-	-	-	-	-	Alpha-amylase,Alpha-amylase_C,tRNA_SAD
Bc_00646	411901.BACCAC_00668	3.15e-113	324.0	295Z7@1|root,30PDX@2|Bacteria,4PJRF@976|Bacteroidetes,2FSS1@200643|Bacteroidia,4AQQR@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG29454 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	PepSY_like
Bc_00647	411901.BACCAC_00669	0.0	1414.0	COG0296@1|root,COG0296@2|Bacteria,4NECZ@976|Bacteroidetes,2FMTG@200643|Bacteroidia,4AKAA@815|Bacteroidaceae	976|Bacteroidetes	G	1,4-alpha-glucan branching enzyme	glgB	-	2.4.1.18	ko:K00700	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R02110	-	ko00000,ko00001,ko00002,ko01000,ko04147	-	CBM48,GH13	-	Alpha-amylase,Alpha-amylase_C,CBM_48
Bc_00648	411901.BACCAC_00670	2.86e-102	296.0	COG2731@1|root,COG2731@2|Bacteria,4NSNY@976|Bacteroidetes,2FMY1@200643|Bacteroidia,4AQPT@815|Bacteroidaceae	976|Bacteroidetes	G	YhcH YjgK YiaL family protein	tabA_2	-	-	-	-	-	-	-	-	-	-	-	DUF386
