## Mon Sep  5 19:11:10 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4wufln6 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_k4wufln6 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_k4wufln6/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Bu_00587	411479.BACUNI_00709	2.33e-239	657.0	COG3677@1|root,COG3677@2|Bacteria,4NJC5@976|Bacteroidetes,2G2VB@200643|Bacteroidia,4AQ5E@815|Bacteroidaceae	976|Bacteroidetes	L	COG NOG14720 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_IS1595,Zn_Tnp_IS1595
Bu_00588	411479.BACUNI_00711	2.1e-170	476.0	2A1MD@1|root,30PVK@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	UDG
Bu_00590	411479.BACUNI_00713	3.52e-175	489.0	2A822@1|root,30X2D@2|Bacteria,4PAEI@976|Bacteroidetes,2FWR6@200643|Bacteroidia,4AT75@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00592	585543.HMPREF0969_03332	1.54e-33	119.0	291F1@1|root,2ZP1V@2|Bacteria,4NNM0@976|Bacteroidetes,2FRCT@200643|Bacteroidia,4ANP6@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 9.46	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00593	411479.BACUNI_00716	2.33e-197	546.0	COG1752@1|root,COG1752@2|Bacteria,4NERH@976|Bacteroidetes,2FNX7@200643|Bacteroidia,4AMCP@815|Bacteroidaceae	976|Bacteroidetes	S	esterase of the alpha-beta hydrolase superfamily	-	-	-	ko:K07001	-	-	-	-	ko00000	-	-	-	Patatin
Bu_00594	411479.BACUNI_00717	0.0	1181.0	COG0366@1|root,COG0366@2|Bacteria,4NEVK@976|Bacteroidetes,2FNVI@200643|Bacteroidia,4AKMS@815|Bacteroidaceae	976|Bacteroidetes	G	Alpha amylase, catalytic domain	amyA2	-	-	-	-	-	-	-	-	-	-	-	Alpha-amylase,Alpha-amylase_C,tRNA_SAD
Bu_00595	411479.BACUNI_00718	1.7e-49	157.0	2AFWJ@1|root,315ZN@2|Bacteria,4PK99@976|Bacteroidetes,2FUBZ@200643|Bacteroidia,4AS05@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00596	411479.BACUNI_00719	2.52e-168	469.0	COG5587@1|root,COG5587@2|Bacteria,4NNS3@976|Bacteroidetes,2FPZZ@200643|Bacteroidia,4AKXV@815|Bacteroidaceae	976|Bacteroidetes	S	TIGR02453 family	-	-	-	-	-	-	-	-	-	-	-	-	DUF2461
Bu_00597	411479.BACUNI_00720	2.98e-104	301.0	COG2731@1|root,COG2731@2|Bacteria,4NSNY@976|Bacteroidetes,2FMY1@200643|Bacteroidia,4AQPT@815|Bacteroidaceae	976|Bacteroidetes	G	YhcH YjgK YiaL family protein	tabA_2	-	-	-	-	-	-	-	-	-	-	-	DUF386
Bu_00598	411479.BACUNI_00721	0.0	1420.0	COG0296@1|root,COG0296@2|Bacteria,4NECZ@976|Bacteroidetes,2FMTG@200643|Bacteroidia,4AKAA@815|Bacteroidaceae	976|Bacteroidetes	G	1,4-alpha-glucan branching enzyme	glgB	-	2.4.1.18	ko:K00700	ko00500,ko01100,ko01110,map00500,map01100,map01110	M00565	R02110	-	ko00000,ko00001,ko00002,ko01000,ko04147	-	CBM48,GH13	-	Alpha-amylase,Alpha-amylase_C,CBM_48
Bu_00599	411479.BACUNI_00722	1.96e-164	460.0	COG0457@1|root,COG0457@2|Bacteria,4NQ8Q@976|Bacteroidetes,2FQ4C@200643|Bacteroidia,4APN3@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG28004 non supervised orthologous group	-	-	-	ko:K02651	ko04112,map04112	-	-	-	ko00000,ko00001,ko02035,ko02044	-	-	-	TPR_16,TPR_8
Bu_00600	411479.BACUNI_00723	2.69e-51	161.0	2E9BS@1|root,32TZH@2|Bacteria,4PPYE@976|Bacteroidetes,2G1AJ@200643|Bacteroidia,4ART4@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG14112 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	DUF2492
Bu_00601	411479.BACUNI_00724	6.41e-236	648.0	COG1506@1|root,COG1506@2|Bacteria,4PKBT@976|Bacteroidetes,2FN53@200643|Bacteroidia,4ASYZ@815|Bacteroidaceae	976|Bacteroidetes	E	Alpha/beta hydrolase family	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_3,COesterase
Bu_00603	411479.BACUNI_00725	0.0	931.0	COG0582@1|root,COG0582@2|Bacteria,4P2C9@976|Bacteroidetes,2G32J@200643|Bacteroidia,4AMMY@815|Bacteroidaceae	976|Bacteroidetes	L	viral genome integration into host DNA	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00604	411479.BACUNI_00726	3.45e-50	160.0	2AA8N@1|root,30ZI0@2|Bacteria,4PDTH@976|Bacteroidetes,2FTPP@200643|Bacteroidia,4ARIH@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00605	411479.BACUNI_00727	1.34e-63	195.0	2DID0@1|root,302U9@2|Bacteria,4PJUW@976|Bacteroidetes,2FU0M@200643|Bacteroidia,4ARXP@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00607	411479.BACUNI_00728	0.0	983.0	COG0470@1|root,COG4916@1|root,COG0470@2|Bacteria,COG4916@2|Bacteria,4NW38@976|Bacteroidetes,2FXFZ@200643|Bacteroidia	976|Bacteroidetes	L	TIR domain	-	-	-	-	-	-	-	-	-	-	-	-	TIR_2
Bu_00608	411479.BACUNI_00729	6.08e-109	313.0	2EEE9@1|root,3388A@2|Bacteria,4NUTG@976|Bacteroidetes,2FS2Q@200643|Bacteroidia,4AQSK@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00609	411479.BACUNI_00730	2.87e-97	282.0	2DNV9@1|root,32ZB3@2|Bacteria,4NV7Y@976|Bacteroidetes,2FTAS@200643|Bacteroidia,4AQZ5@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00610	411479.BACUNI_00731	1.26e-72	218.0	2C21S@1|root,342FA@2|Bacteria,4P3YR@976|Bacteroidetes,2FTNG@200643|Bacteroidia,4ARNB@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00611	411479.BACUNI_00732	3.65e-114	327.0	2DYZ9@1|root,34BVF@2|Bacteria,4P5EQ@976|Bacteroidetes,2FVG6@200643|Bacteroidia,4ASNR@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00612	411479.BACUNI_00733	5.79e-138	390.0	29A9I@1|root,31WFR@2|Bacteria,4PGRC@976|Bacteroidetes,2G240@200643|Bacteroidia,4AU7M@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00614	411479.BACUNI_00736	5.97e-138	390.0	COG1484@1|root,COG1484@2|Bacteria,4NFE0@976|Bacteroidetes,2FPQ9@200643|Bacteroidia,4AP6A@815|Bacteroidaceae	976|Bacteroidetes	L	COG COG1484 DNA replication protein	-	-	-	-	-	-	-	-	-	-	-	-	IstB_IS21
Bu_00616	411479.BACUNI_00745	1.21e-143	405.0	COG0776@1|root,COG0776@2|Bacteria,4P128@976|Bacteroidetes,2FMHF@200643|Bacteroidia,4AQAW@815|Bacteroidaceae	976|Bacteroidetes	L	Psort location Cytoplasmic, score 8.96	-	-	-	-	-	-	-	-	-	-	-	-	Bac_DNA_binding
Bu_00617	411479.BACUNI_00746	2.13e-40	133.0	2A9NS@1|root,30YVI@2|Bacteria,4PCUB@976|Bacteroidetes,2FYSX@200643|Bacteroidia,4AUI2@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00618	411479.BACUNI_00748	1.29e-179	499.0	COG2755@1|root,COG2755@2|Bacteria,4P1DJ@976|Bacteroidetes,2FRF7@200643|Bacteroidia,4AKA0@815|Bacteroidaceae	976|Bacteroidetes	E	GDSL-like Lipase/Acylhydrolase	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL_lke
Bu_00619	411479.BACUNI_00749	0.0	876.0	COG1538@1|root,COG1538@2|Bacteria,4NDZK@976|Bacteroidetes,2FND5@200643|Bacteroidia,4AKYA@815|Bacteroidaceae	976|Bacteroidetes	MU	Efflux transporter, outer membrane factor lipoprotein, NodT family	-	-	-	-	-	-	-	-	-	-	-	-	OEP
Bu_00620	411479.BACUNI_00750	0.0	1999.0	COG0841@1|root,COG0841@2|Bacteria,4NDZG@976|Bacteroidetes,2FM3B@200643|Bacteroidia,4AK6Z@815|Bacteroidaceae	976|Bacteroidetes	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	-	-	-	ko:K03296	-	-	-	-	ko00000	2.A.6.2	-	-	ACR_tran
Bu_00621	411479.BACUNI_00751	2.55e-253	696.0	COG0845@1|root,COG0845@2|Bacteria,4NEXN@976|Bacteroidetes,2FN62@200643|Bacteroidia,4AP66@815|Bacteroidaceae	976|Bacteroidetes	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K03585	ko01501,ko01503,map01501,map01503	M00646,M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000,ko03036	2.A.6.2,8.A.1.6	-	-	Biotin_lipoyl_2,HlyD_D23
Bu_00622	411479.BACUNI_00753	5.09e-201	556.0	COG2207@1|root,COG2207@2|Bacteria,4NMRA@976|Bacteroidetes,2FN76@200643|Bacteroidia,4ANP7@815|Bacteroidaceae	976|Bacteroidetes	K	transcriptional regulator (AraC family)	thiD	-	2.7.1.49,2.7.4.7	ko:K00941	ko00730,ko01100,map00730,map01100	M00127	R03471,R04509	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000	-	-	-	HTH_18,Phos_pyr_kin
Bu_00623	411479.BACUNI_00754	0.0	1142.0	COG3525@1|root,COG3525@2|Bacteria,4NE08@976|Bacteroidetes,2FNAR@200643|Bacteroidia,4AKUS@815|Bacteroidaceae	976|Bacteroidetes	G	Glycosyl hydrolase family 20, catalytic domain protein	nagZ2	-	3.2.1.52	ko:K12373	ko00511,ko00513,ko00520,ko00531,ko00603,ko00604,ko01100,ko04142,map00511,map00513,map00520,map00531,map00603,map00604,map01100,map04142	M00079	R00022,R06004,R11316	RC00049	ko00000,ko00001,ko00002,ko01000,ko03110	-	GH20	-	F5_F8_type_C,Fn3_assoc,Glyco_hydro_20,Glyco_hydro_20b
Bu_00624	411479.BACUNI_00755	0.0	953.0	COG1696@1|root,COG1696@2|Bacteria,4NFK5@976|Bacteroidetes,2FM3F@200643|Bacteroidia,4AMJG@815|Bacteroidaceae	976|Bacteroidetes	M	Psort location CytoplasmicMembrane, score 10.00	algI	-	-	-	-	-	-	-	-	-	-	-	MBOAT
Bu_00625	585543.HMPREF0969_01223	9.1e-227	624.0	COG2755@1|root,COG2755@2|Bacteria,4NGW6@976|Bacteroidetes,2FN21@200643|Bacteroidia,4ANCC@815|Bacteroidaceae	976|Bacteroidetes	E	COG NOG14456 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL,Lipase_GDSL_2,LysM
Bu_00626	411479.BACUNI_00758	0.0	924.0	COG2755@1|root,COG2755@2|Bacteria,4NK39@976|Bacteroidetes,2FMHM@200643|Bacteroidia,4AKNG@815|Bacteroidaceae	976|Bacteroidetes	E	COG COG2755 Lysophospholipase L1 and related esterases	-	-	-	-	-	-	-	-	-	-	-	-	Lipase_GDSL,Lipase_GDSL_2
Bu_00627	411479.BACUNI_00759	1.86e-67	204.0	COG0347@1|root,COG0347@2|Bacteria,4NSBG@976|Bacteroidetes,2FT39@200643|Bacteroidia,4ARAV@815|Bacteroidaceae	976|Bacteroidetes	E	COG NOG19114 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00628	411479.BACUNI_00760	0.0	1990.0	COG0841@1|root,COG0841@2|Bacteria,4NDZG@976|Bacteroidetes,2FM3B@200643|Bacteroidia,4AMAT@815|Bacteroidaceae	976|Bacteroidetes	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	czcA	-	-	ko:K03296	-	-	-	-	ko00000	2.A.6.2	-	-	ACR_tran
Bu_00629	411479.BACUNI_00761	4.29e-239	658.0	COG0845@1|root,COG0845@2|Bacteria,4NF23@976|Bacteroidetes,2FMQJ@200643|Bacteroidia,4ANJN@815|Bacteroidaceae	976|Bacteroidetes	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	ko:K03585	ko01501,ko01503,map01501,map01503	M00646,M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000,ko03036	2.A.6.2,8.A.1.6	-	-	HlyD_D23
Bu_00630	411479.BACUNI_00762	9.2e-317	863.0	COG1538@1|root,COG1538@2|Bacteria,4NF4X@976|Bacteroidetes,2FN2J@200643|Bacteroidia,4AK82@815|Bacteroidaceae	976|Bacteroidetes	MU	Psort location OuterMembrane, score	-	-	-	-	-	-	-	-	-	-	-	-	OEP
Bu_00631	411479.BACUNI_00764	3.04e-155	436.0	COG1309@1|root,COG1309@2|Bacteria,4NQ99@976|Bacteroidetes,2FMT3@200643|Bacteroidia,4ANF8@815|Bacteroidaceae	976|Bacteroidetes	K	transcriptional regulator, TetR family	-	-	-	-	-	-	-	-	-	-	-	-	TetR_N
Bu_00632	411479.BACUNI_00765	0.0	984.0	COG2986@1|root,COG2986@2|Bacteria,4NE0D@976|Bacteroidetes,2FMCF@200643|Bacteroidia,4AMTB@815|Bacteroidaceae	976|Bacteroidetes	E	Histidine ammonia-lyase	hutH	-	4.3.1.3	ko:K01745	ko00340,ko01100,map00340,map01100	M00045	R01168	RC00361	ko00000,ko00001,ko00002,ko01000	-	-	-	Lyase_aromatic
Bu_00633	411479.BACUNI_00766	6.09e-136	386.0	COG3404@1|root,COG3404@2|Bacteria,4NN2J@976|Bacteroidetes,2FPSN@200643|Bacteroidia,4AMB8@815|Bacteroidaceae	976|Bacteroidetes	E	COG3404 Methenyl tetrahydrofolate cyclohydrolase	fchA	-	-	-	-	-	-	-	-	-	-	-	FTCD_C,Peptidase_M78
Bu_00634	411479.BACUNI_00767	1.48e-308	840.0	COG1228@1|root,COG1228@2|Bacteria,4NE6C@976|Bacteroidetes,2FNW2@200643|Bacteroidia,4AMBB@815|Bacteroidaceae	976|Bacteroidetes	F	Imidazolone-5-propionate hydrolase	hutI	-	3.5.2.7	ko:K01468	ko00340,ko01100,map00340,map01100	M00045	R02288	RC00683	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1,Amidohydro_3
Bu_00635	411479.BACUNI_00768	5.08e-209	578.0	COG3643@1|root,COG3643@2|Bacteria,4NFE3@976|Bacteroidetes,2FMWT@200643|Bacteroidia,4AMG0@815|Bacteroidaceae	976|Bacteroidetes	E	Glutamate formiminotransferase	ftcD	-	2.1.2.5,4.3.1.4	ko:K00603,ko:K13990	ko00340,ko00670,ko01100,map00340,map00670,map01100	-	R02287,R02302,R03189	RC00165,RC00221,RC00223,RC00688,RC00870	ko00000,ko00001,ko01000,ko03036,ko04147	-	-	-	FTCD,FTCD_C,FTCD_N
Bu_00636	411479.BACUNI_00769	0.0	1347.0	COG2987@1|root,COG2987@2|Bacteria,4NF2P@976|Bacteroidetes,2FNQK@200643|Bacteroidia,4AMHS@815|Bacteroidaceae	976|Bacteroidetes	H	Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate	hutU	-	4.2.1.49	ko:K01712	ko00340,ko01100,map00340,map01100	M00045	R02914	RC00804	ko00000,ko00001,ko00002,ko01000	-	-	-	Urocanase,Urocanase_C,Urocanase_N
Bu_00637	411479.BACUNI_00770	1.96e-174	486.0	2F9M2@1|root,341XA@2|Bacteria,4P469@976|Bacteroidetes,2FUGT@200643|Bacteroidia,4AS3S@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00638	411479.BACUNI_00772	1.29e-76	228.0	2DR12@1|root,339QS@2|Bacteria,4PMVB@976|Bacteroidetes,2G0HW@200643|Bacteroidia,4AV85@815|Bacteroidaceae	976|Bacteroidetes	S	Lipocalin-like	-	-	-	-	-	-	-	-	-	-	-	-	Lipocalin_3
Bu_00639	411479.BACUNI_00774	2.34e-60	186.0	2BUDK@1|root,32PPJ@2|Bacteria,4PATI@976|Bacteroidetes,2FXQY@200643|Bacteroidia,4AU18@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00640	411479.BACUNI_00775	2.44e-54	170.0	2DNN4@1|root,32Y7W@2|Bacteria,4NVDD@976|Bacteroidetes,2FTTH@200643|Bacteroidia,4AS1E@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG18433 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	Lys_export
Bu_00641	411479.BACUNI_00776	6.15e-139	393.0	COG2431@1|root,COG2431@2|Bacteria,4NP9I@976|Bacteroidetes,2G2FG@200643|Bacteroidia,4AKI5@815|Bacteroidaceae	976|Bacteroidetes	S	Psort location CytoplasmicMembrane, score 10.00	-	-	-	-	-	-	-	-	-	-	-	-	Lys_export
Bu_00642	411479.BACUNI_00779	1.12e-109	315.0	2DYW3@1|root,34BDI@2|Bacteria,4P6K5@976|Bacteroidetes,2FSYP@200643|Bacteroidia,4AQX0@815|Bacteroidaceae	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00643	411479.BACUNI_00780	1.91e-168	470.0	290BC@1|root,2ZN0W@2|Bacteria,4P8PI@976|Bacteroidetes,2FQFH@200643|Bacteroidia,4AMAD@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG29571 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00644	411479.BACUNI_00781	0.0	1234.0	COG0249@1|root,COG0249@2|Bacteria,4NE6X@976|Bacteroidetes,2FM62@200643|Bacteroidia,4AKJC@815|Bacteroidaceae	976|Bacteroidetes	L	DNA mismatch repair protein MutS	mutS_2	-	-	-	-	-	-	-	-	-	-	-	MutS_III,MutS_V
Bu_00645	411479.BACUNI_00782	5.37e-118	339.0	2EBE4@1|root,335ET@2|Bacteria,4NXKQ@976|Bacteroidetes,2FQY2@200643|Bacteroidia,4AN0H@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG27987 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00646	411479.BACUNI_00783	3.5e-86	254.0	2BICY@1|root,32CJ2@2|Bacteria,4PJT5@976|Bacteroidetes,2FSZ3@200643|Bacteroidia,4AR7R@815|Bacteroidaceae	976|Bacteroidetes	S	COG NOG31702 non supervised orthologous group	-	-	-	-	-	-	-	-	-	-	-	-	-
Bu_00647	411479.BACUNI_00784	6.35e-97	284.0	COG0203@1|root,COG0203@2|Bacteria,4NNW0@976|Bacteroidetes,2FNPH@200643|Bacteroidia,4AK8D@815|Bacteroidaceae	976|Bacteroidetes	J	Ribosomal protein L17	rplQ	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015934,GO:0022625,GO:0022626,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904	-	ko:K02879	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L17
Bu_00648	411479.BACUNI_00785	2.06e-233	642.0	COG0202@1|root,COG0202@2|Bacteria,4NE8W@976|Bacteroidetes,2FM4P@200643|Bacteroidia,4AKBJ@815|Bacteroidaceae	976|Bacteroidetes	K	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	rpoA	GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576	2.7.7.6	ko:K03040	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	M00183	R00435,R00441,R00442,R00443	RC02795	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	-	-	-	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L
Bu_00649	411479.BACUNI_00786	2.63e-142	401.0	COG0522@1|root,COG0522@2|Bacteria,4NEMZ@976|Bacteroidetes,2FMRC@200643|Bacteroidia,4AMR2@815|Bacteroidaceae	976|Bacteroidetes	J	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit	rpsD	GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006417,GO:0006450,GO:0008150,GO:0009889,GO:0009891,GO:0009893,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010608,GO:0010628,GO:0015935,GO:0019222,GO:0019843,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0032268,GO:0032270,GO:0032991,GO:0034248,GO:0034250,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0045727,GO:0045903,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0060255,GO:0065007,GO:0065008,GO:0080090,GO:0097159,GO:1901363,GO:1990904,GO:2000112	-	ko:K02986	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S4,S4
Bu_00650	411479.BACUNI_00787	3.53e-87	256.0	COG0100@1|root,COG0100@2|Bacteria,4NNHA@976|Bacteroidetes,2FRZD@200643|Bacteroidia,4AQI3@815|Bacteroidaceae	976|Bacteroidetes	J	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	rpsK	GO:0000028,GO:0000462,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0016070,GO:0016072,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0030490,GO:0032991,GO:0034470,GO:0034622,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0048027,GO:0065003,GO:0070181,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02948	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S11
Bu_00651	411479.BACUNI_00788	1.77e-81	241.0	COG0099@1|root,COG0099@2|Bacteria,4NNGZ@976|Bacteroidetes,2FRYC@200643|Bacteroidia,4AQJ8@815|Bacteroidaceae	976|Bacteroidetes	J	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits	rpsM	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022613,GO:0032991,GO:0034641,GO:0034645,GO:0042254,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02952	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S13
Bu_00652	1121098.HMPREF1534_02595	1.51e-18	76.3	COG0257@1|root,COG0257@2|Bacteria,4NXGE@976|Bacteroidetes,2FVEE@200643|Bacteroidia,4ASQK@815|Bacteroidaceae	976|Bacteroidetes	J	Belongs to the bacterial ribosomal protein bL36 family	rpmJ	-	-	ko:K02919	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L36
